author_link,author_name,average_rating,kindle_price,link,n_pages,rating_count,review_count,title
https://www.goodreads.com/author/show/970635.Karyl_McBride,Karyl McBride,4.18,Kindle $13.99,https://www.goodreads.com/book/show/2133999.Will_I_Ever_Be_Good_Enough_Healing_the_Daughters_of_Narcissistic_Mothers,"272 pages, Hardcover","8,690",779,Will I Ever Be Good Enough? Healing the Daughters of Narcissistic Mothers
https://www.goodreads.com/author/show/1881.Dave_Pelzer,Dave Pelzer,4.10,Kindle $11.99,https://www.goodreads.com/book/show/2743.The_Lost_Boy,"331 pages, Paperback","64,983","3,018",The Lost Boy
https://www.goodreads.com/author/show/75844.Allan_Pease,Allan Pease,3.96,Kindle $9.99,https://www.goodreads.com/book/show/262731.The_Definitive_Book_of_Body_Language,"400 pages, Hardcover","26,169","1,301",The Definitive Book of Body Language
https://www.goodreads.com/author/show/828.The_Arbinger_Institute,The Arbinger Institute,4.11,,https://www.goodreads.com/book/show/180463.Leadership_and_Self_Deception,"192 pages, Paperback","30,557","2,823",Leadership and Self-Deception: Getting Out of the Box
https://www.goodreads.com/author/show/91773.Julie_Morgenstern,Julie Morgenstern,3.84,Kindle $11.99,https://www.goodreads.com/book/show/220713.Organizing_from_the_Inside_Out,"247 pages, Paperback","6,578",311,"Organizing from the Inside Out: The Foolproof System for Organizing Your Home, Your Office and Your Life"
https://www.goodreads.com/author/show/27397.Benjamin_Hoff,Benjamin Hoff,4.00,,https://www.goodreads.com/book/show/48757.The_Tao_of_Pooh,"176 pages, Paperback","115,447","5,529",The Tao of Pooh
https://www.goodreads.com/author/show/3317.Dale_Carnegie,Dale Carnegie,4.22,,https://www.goodreads.com/book/show/4865.How_to_Win_Friends_and_Influence_People,"288 pages, Paperback","896,088","22,494",How to Win Friends and Influence People
https://www.goodreads.com/author/show/4101935.Susan_Cain,Susan Cain,4.07,,https://www.goodreads.com/book/show/13134285-quiet,"11 pages, Audiobook","411,002","28,082",Quiet: The Power of Introverts in a World That Can't Stop Talking
https://www.goodreads.com/author/show/191925.Daniel_J_Siegel,Daniel J. Siegel,4.13,Kindle $4.99,https://www.goodreads.com/book/show/6315775-mindsight,"336 pages, Hardcover","10,242",589,Mindsight: The New Science of Personal Transformation
https://www.goodreads.com/author/show/39021.Chip_Heath,Chip Heath,4.03,,https://www.goodreads.com/book/show/6570502-switch,"305 pages, Hardcover","50,640","3,250",Switch: How to Change Things When Change Is Hard
https://www.goodreads.com/author/show/46636.John_J_Ratey,John J. Ratey,4.13,Kindle $9.99,https://www.goodreads.com/book/show/721609.Spark,"294 pages, Hardcover","15,011","1,674",Spark: The Revolutionary New Science of Exercise and the Brain
https://www.goodreads.com/author/show/14161638.Chris_J_Anderson,Chris J. Anderson,4.05,Kindle Unlimited $0.00,https://www.goodreads.com/book/show/41044212-ted-talks,"288 pages, Kindle Edition","13,253","1,099",TED Talks: The Official TED Guide to Public Speaking
https://www.goodreads.com/author/show/8446.James_Allen,James Allen,4.25,,https://www.goodreads.com/book/show/81959.As_a_Man_Thinketh,"80 pages, Hardcover","77,699","4,936",As a Man Thinketh
https://www.goodreads.com/author/show/425766.Sarah_Knight,Sarah Knight,3.62,Kindle $12.99,https://www.goodreads.com/book/show/35430922-you-do-you,"299 pages, Hardcover","7,112",619,You Do You: How to Be Who You Are and Use What You've Got to Get What You Want
https://www.goodreads.com/author/show/21216155.Stephen_Smith,Stephen Smith,4.43,Kindle $5.90,https://www.goodreads.com/book/show/49897727-the-boy-in-the-cellar,"302 pages, Kindle Edition","1,564",172,The Boy in the Cellar
https://www.goodreads.com/author/show/1217024.Peter_Bregman,Peter Bregman,3.80,Kindle $11.99,https://www.goodreads.com/book/show/12138871-18-minutes,"288 pages, Hardcover","5,531",392,"18 Minutes: Find Your Focus, Master Distraction, and Get the Right Things Done"
https://www.goodreads.com/author/show/31933.Gavin_de_Becker,Gavin de Becker,4.17,Kindle $6.39,https://www.goodreads.com/book/show/56465.The_Gift_of_Fear,"352 pages, Paperback","39,986","4,077",The Gift of Fear: Survival Signals That Protect Us from Violence
https://www.goodreads.com/author/show/5589647.Marie_Kond_,Marie Kondō,3.88,Kindle $11.99,https://www.goodreads.com/book/show/25614984-spark-joy,"291 pages, Hardcover","40,263","3,620",Spark Joy: An Illustrated Master Class on the Art of Organizing and Tidying Up
https://www.goodreads.com/author/show/3367145.Chris_Guillebeau,Chris Guillebeau,3.70,Kindle $13.99,https://www.goodreads.com/book/show/20170321-the-happiness-of-pursuit,"304 pages, Hardcover","6,604",576,The Happiness of Pursuit: Finding the Quest That Will Bring Purpose to Your Life
https://www.goodreads.com/author/show/2849344.Christopher_K_Germer,Christopher K. Germer,4.01,Kindle $9.99,https://www.goodreads.com/book/show/6265779-the-mindful-path-to-self-compassion,"306 pages, Paperback","4,507",232,The Mindful Path to Self-Compassion: Freeing Yourself from Destructive Thoughts and Emotions
https://www.goodreads.com/author/show/688.George_S_Clason,George S. Clason,4.25,Kindle $2.99,https://www.goodreads.com/book/show/1052.The_Richest_Man_in_Babylon,"194 pages, Paperback","178,039","9,822",The Richest Man in Babylon
https://www.goodreads.com/author/show/48465.Keith_Ferrazzi,Keith Ferrazzi,3.84,,https://www.goodreads.com/book/show/84699.Never_Eat_Alone,"309 pages, Hardcover","47,650","1,884","Never Eat Alone: And Other Secrets to Success, One Relationship at a Time"
https://www.goodreads.com/author/show/7135365.Gabriel_Wyner,Gabriel Wyner,4.09,,https://www.goodreads.com/book/show/19661852-fluent-forever,"326 pages, Paperback","10,401","1,147",Fluent Forever: How to Learn Any Language Fast and Never Forget It
https://www.goodreads.com/author/show/20369.Joseph_Murphy,Joseph Murphy,4.09,,https://www.goodreads.com/book/show/68984.The_Power_of_Your_Subconscious_Mind,"304 pages, Mass Market Paperback","69,221","4,674",The Power of Your Subconscious Mind
https://www.goodreads.com/author/show/163477.Gregory_Dickow,Gregory Dickow,3.52,Kindle $12.01,https://www.goodreads.com/book/show/59788656-soul-cure,"272 pages, Hardcover","1,417",15,Soul Cure: How to Heal Your Pain and Discover Your Purpose
https://www.goodreads.com/author/show/5282.Scott_Adams,Scott Adams,4.05,,https://www.goodreads.com/book/show/17859574-how-to-fail-at-almost-everything-and-still-win-big,"248 pages, Hardcover","18,598","1,776",How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life
https://www.goodreads.com/author/show/865.Robert_Greene,Robert Greene,4.15,Kindle $16.99,https://www.goodreads.com/book/show/1303.The_48_Laws_of_Power,"452 pages, Paperback","124,263","6,843",The 48 Laws of Power
https://www.goodreads.com/author/show/69641.Jen_Sincero,Jen Sincero,3.90,Kindle $12.99,https://www.goodreads.com/book/show/30900534-you-are-a-badass-at-making-money,"267 pages, Hardcover","27,726","2,398",You Are a Badass at Making Money: Master the Mindset of Wealth
https://www.goodreads.com/author/show/4384050.Oliver_Burkeman,Oliver Burkeman,4.03,,https://www.goodreads.com/book/show/13721709-the-antidote,"256 pages, ebook","13,662","1,399",The Antidote: Happiness for People Who Can't Stand Positive Thinking
https://www.goodreads.com/author/show/867.Steven_Pressfield,Steven Pressfield,3.97,Kindle $4.99,https://www.goodreads.com/book/show/10645233-do-the-work,"109 pages, Audio CD","19,705","1,273",Do the Work
https://www.goodreads.com/author/show/3495853.Sarah_Ban_Breathnach,Sarah Ban Breathnach,3.97,,https://www.goodreads.com/book/show/748862.Simple_Abundance,"528 pages, Hardcover","38,730",672,Simple Abundance: A Daybook of Comfort of Joy
https://www.goodreads.com/author/show/15267855.Fumio_Sasaki,Fumio Sasaki,3.80,Kindle $13.17,https://www.goodreads.com/book/show/30231806-goodbye-things,"259 pages, Hardcover","35,978","4,575","Goodbye, Things: The New Japanese Minimalism"
https://www.goodreads.com/author/show/6519027.Laura_Schlessinger,Laura Schlessinger,3.71,Kindle $12.99,https://www.goodreads.com/book/show/56157.The_Proper_Care_and_Feeding_of_Husbands,"180 pages, Paperback","17,513","2,106",The Proper Care and Feeding of Husbands
https://www.goodreads.com/author/show/137980.Evelyn_Tribole,Evelyn Tribole,4.24,,https://www.goodreads.com/book/show/235869.Intuitive_Eating,"284 pages, Paperback","16,511","1,670",Intuitive Eating: A Revolutionary Program That Works
https://www.goodreads.com/author/show/4482.Melody_Beattie,Melody Beattie,4.35,Kindle $12.99,https://www.goodreads.com/book/show/526134.The_Language_of_Letting_Go,"393 pages, Paperback","7,799",312,The Language of Letting Go: Daily Meditations on Codependency
https://www.goodreads.com/author/show/399.Napoleon_Hill,Napoleon Hill,4.29,Kindle $13.99,https://www.goodreads.com/book/show/948213.Success_Through_a_Positive_Mental_Attitude,"384 pages, Paperback","10,610",277,Success Through a Positive Mental Attitude
https://www.goodreads.com/author/show/46174.Jon_Gordon,Jon Gordon,3.85,Kindle $15.00,https://www.goodreads.com/book/show/81107.The_Energy_Bus,"192 pages, Hardcover","22,327","2,153","The Energy Bus: 10 Rules to Fuel Your Life, Work, and Team with Positive Energy"
https://www.goodreads.com/author/show/96150.Daniel_H_Pink,Daniel H. Pink,3.79,Kindle $13.99,https://www.goodreads.com/book/show/35412097-when,"272 pages, Hardcover","28,878","2,637",When: The Scientific Secrets of Perfect Timing
https://www.goodreads.com/author/show/21246.Gretchen_Rubin,Gretchen Rubin,3.53,Kindle $8.99,https://www.goodreads.com/book/show/39901314-outer-order-inner-calm,"208 pages, Hardcover","14,617","1,933","Outer Order, Inner Calm: Declutter & Organize to Make More Room for Happiness"
https://www.goodreads.com/author/show/36254424.shad_helmstetter,shad-helmstetter,4.14,Kindle $0.99,https://www.goodreads.com/book/show/321982.What_to_Say_When_You_Talk_to_Yourself,"256 pages, Paperback","15,111",623,What to Say When You Talk to Yourself
https://www.goodreads.com/author/show/20688694.Kenneth_J_Martz,Kenneth J. Martz,4.09,Kindle $4.99,https://www.goodreads.com/book/show/55298552-manage-my-emotions,"230 pages, Kindle Edition",64,13,"Manage My Emotions: What I Wish I'd Learned in School about Anger, Fear and Love"
https://www.goodreads.com/author/show/570218.Dalai_Lama_XIV,Dalai Lama XIV,4.17,Kindle $16.99,https://www.goodreads.com/book/show/38210.The_Art_of_Happiness,"322 pages, Hardcover","112,332","3,162",The Art of Happiness
https://www.goodreads.com/author/show/7398853.Judy_M_Ford,Judy M. Ford,4.75,,https://www.goodreads.com/book/show/18835287-the-light-in-your-pocket,"122 pages, Paperback",4,0,The Light in Your Pocket: Illuminate Your Life in 140-Characters or Less
https://www.goodreads.com/author/show/3317.Dale_Carnegie,Dale Carnegie,3.93,Kindle $13.99,https://www.goodreads.com/book/show/12176421-how-to-win-friends-and-influence-people-in-the-digital-age,"251 pages, Kindle Edition","12,116",952,How to Win Friends and Influence People in the Digital Age
https://www.goodreads.com/author/show/16502671.Debbie_Mirza,Debbie Mirza,4.29,Kindle $9.99,https://www.goodreads.com/book/show/37660370-the-covert-passive-aggressive-narcissist,"228 pages, Kindle Edition","1,742",155,The Covert Passive Aggressive Narcissist: Recognizing the Traits and Finding Healing After Hidden Emotional and Psychological Abuse
https://www.goodreads.com/author/show/5272674.Jenny_Lawson,Jenny  Lawson,3.90,Kindle $11.99,https://www.goodreads.com/book/show/23848559-furiously-happy,"329 pages, Hardcover","157,691","15,673",Furiously Happy: A Funny Book About Horrible Things
https://www.goodreads.com/author/show/798.Steven_D_Levitt,Steven D. Levitt,3.86,,https://www.goodreads.com/book/show/17331349-think-like-a-freak,"304 pages, ebook","52,924","3,677",Think Like a Freak
https://www.goodreads.com/author/show/17491348.Daniella_Dechristopher,Daniella Dechristopher,4.01,Kindle Unlimited $0.00,https://www.goodreads.com/book/show/39715777-behind-closed-doors,"260 pages, Kindle Edition","3,201",169,BEHIND CLOSED DOORS: A Daughter's Story
https://www.goodreads.com/author/show/2331.Mitch_Albom,Mitch Albom,3.98,Kindle $10.99,https://www.goodreads.com/book/show/3431.The_Five_People_You_Meet_in_Heaven,"196 pages, Paperback","683,386","26,121",The Five People You Meet in Heaven
https://www.goodreads.com/author/show/16977142.Y_Photography,Y-Photography,4.32,,https://www.goodreads.com/book/show/52604226-closing-deals,ebook,44,1,Closing Deals: Make an Offer
https://www.goodreads.com/author/show/253495.Tim_S_Grover,Tim S. Grover,3.96,Kindle $13.99,https://www.goodreads.com/book/show/17354208-relentless,"233 pages, Paperback","14,895","1,176",Relentless: From Good to Great to Unstoppable
https://www.goodreads.com/author/show/622.Gary_Chapman,Gary Chapman,4.12,,https://www.goodreads.com/book/show/615389.The_Five_Love_Languages_for_Singles,"256 pages, Paperback","11,589","1,032",The Five Love Languages for Singles
https://www.goodreads.com/author/show/8427218.Elle_Luna,Elle Luna,3.97,Kindle $11.99,https://www.goodreads.com/book/show/22859551-the-crossroads-of-should-and-must,"161 pages, Hardcover","10,933",966,The Crossroads of Should and Must: Find and Follow Your Passion
https://www.goodreads.com/author/show/5100156.Paige_Dearth,Paige Dearth,4.45,Kindle Unlimited $0.00,https://www.goodreads.com/book/show/61430553-a-little-pinprick,"453 pages, Kindle Edition","1,952",151,A Little Pinprick
https://www.goodreads.com/author/show/7193037.K_L_Randis,K.L. Randis,4.41,Kindle Unlimited $0.00,https://www.goodreads.com/book/show/18858489-spilled-milk,"388 pages, Kindle Edition","58,082","3,845",Spilled Milk
https://www.goodreads.com/author/show/38343.Sean_Covey,Sean Covey,4.05,Kindle $13.99,https://www.goodreads.com/book/show/783127.The_7_Habits_of_Highly_Effective_Teens,"268 pages, Paperback","34,706","2,510",The 7 Habits of Highly Effective Teens: The Ultimate Teenage Success Guide
https://www.goodreads.com/author/show/237871.Mark_Goulston,Mark Goulston,4.05,Kindle $13.99,https://www.goodreads.com/book/show/6547576-just-listen,"234 pages, Hardcover","8,678",558,Just Listen: Discover the Secret to Getting Through to Absolutely Anyone
https://www.goodreads.com/author/show/74693.Bruce_D_Perry,Bruce D. Perry,4.58,,https://www.goodreads.com/book/show/129909.The_Boy_Who_Was_Raised_as_a_Dog,"288 pages, Hardcover","28,131","2,516",The Boy Who Was Raised as a Dog: And Other Stories from a Child Psychiatrist's Notebook
https://www.goodreads.com/author/show/16977142.Y_Photography,Y-Photography,4.52,,https://www.goodreads.com/book/show/61923892-mindhub,,52,3,MindHub: Personality Profiler
https://www.goodreads.com/author/show/399.Napoleon_Hill,Napoleon Hill,4.18,Kindle $0.45,https://www.goodreads.com/book/show/1005.Think_and_Grow_Rich,"320 pages, Paperback","303,454","9,485",Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century
https://www.goodreads.com/author/show/8052.Pema_Ch_dr_n,Pema Chödrön,4.28,Kindle $13.99,https://www.goodreads.com/book/show/687278.When_Things_Fall_Apart,"148 pages, Paperback","51,625","3,193",When Things Fall Apart: Heart Advice for Difficult Times
https://www.goodreads.com/author/show/16593.Sam_Harris,Sam Harris,3.91,Kindle $13.99,https://www.goodreads.com/book/show/18774981-waking-up,"256 pages, Hardcover","43,602","2,781",Waking Up: A Guide to Spirituality Without Religion
https://www.goodreads.com/author/show/6862909.Amy_Cuddy,Amy Cuddy,3.90,Kindle $11.99,https://www.goodreads.com/book/show/25066556-presence,"352 pages, Hardcover","16,772","1,313",Presence: Bringing Your Boldest Self to Your Biggest Challenges
https://www.goodreads.com/author/show/15217208.Meik_Wiking,Meik Wiking,3.99,Kindle $15.99,https://www.goodreads.com/book/show/34879265-the-little-book-of-lykke,"288 pages, Hardcover","16,625","1,465",The Little Book of Lykke: The Danish Search for the World's Happiest People
https://www.goodreads.com/author/show/321601.Johann_Hari,Johann Hari,4.27,Kindle $9.99,https://www.goodreads.com/book/show/34921573-lost-connections,"322 pages, Hardcover","31,888","3,499",Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions
https://www.goodreads.com/author/show/5201530.Charles_Duhigg,Charles Duhigg,3.90,Kindle $13.99,https://www.goodreads.com/book/show/25733966-smarter-faster-better,"400 pages, Hardcover","32,501","2,435",Smarter Faster Better: The Secrets of Being Productive in Life and Business
https://www.goodreads.com/author/show/89949.Elaine_N_Aron,Elaine N. Aron,3.86,Kindle Unlimited $0.00,https://www.goodreads.com/book/show/923950.The_Highly_Sensitive_Person,"251 pages, Paperback","44,730","2,712",The Highly Sensitive Person: How to Thrive When the World Overwhelms You
https://www.goodreads.com/author/show/865.Robert_Greene,Robert Greene,4.22,Kindle $16.99,https://www.goodreads.com/book/show/35289.The_33_Strategies_of_War,"496 pages, Hardcover","16,010",790,The 33 Strategies of War
https://www.goodreads.com/author/show/13229.Julia_Cameron,Julia Cameron,3.94,,https://www.goodreads.com/book/show/615570.The_Artist_s_Way,"237 pages, Paperback","107,018","3,829",The Artist's Way: A Spiritual Path to Higher Creativity
https://www.goodreads.com/author/show/68.John_C_Maxwell,John C. Maxwell,3.93,Kindle $9.99,https://www.goodreads.com/book/show/6012533-how-successful-people-think,"127 pages, Hardcover","12,368",867,"How Successful People Think: Change Your Thinking, Change Your Life"
https://www.goodreads.com/author/show/14080260.Jake_Knapp,Jake Knapp,4.09,Kindle $12.99,https://www.goodreads.com/book/show/37880811-make-time,"287 pages, Hardcover","18,780","2,001",Make Time: How to Focus on What Matters Every Day
https://www.goodreads.com/author/show/30278.Esther_Hicks,Esther Hicks,4.18,Kindle $9.99,https://www.goodreads.com/book/show/244383.Ask_and_It_Is_Given,"314 pages, Paperback","34,548","1,121",Ask and It Is Given: Learning to Manifest Your Desires
https://www.goodreads.com/author/show/56130.Robert_A_Glover,Robert A. Glover,4.04,Kindle $9.99,https://www.goodreads.com/book/show/97642.No_More_Mr_Nice_Guy,"208 pages, Hardcover","17,429","1,235",No More Mr. Nice Guy
https://www.goodreads.com/author/show/2622245.Lao_Tzu,Lao Tzu,4.30,Kindle $4.99,https://www.goodreads.com/book/show/67896.Tao_Te_Ching,"107 pages, Paperback","147,471","6,779",Tao Te Ching
https://www.goodreads.com/author/show/8151916.Amy_Morin,Amy Morin,3.91,Kindle Unlimited $0.00,https://www.goodreads.com/book/show/23215490-13-things-mentally-strong-people-don-t-do,"272 pages, Hardcover","23,558","1,876","13 Things Mentally Strong People Don't Do: Take Back Your Power, Embrace Change, Face Your Fears, and Train Your Brain for Happiness and Success"
https://www.goodreads.com/author/show/8426.Michael_J_Gelb,Michael J. Gelb,3.82,Kindle $4.99,https://www.goodreads.com/book/show/598506.How_to_Think_Like_Leonardo_da_Vinci,"321 pages, Paperback","6,060",478,How to Think Like Leonardo da Vinci: Seven Steps to Genius Every Day
https://www.goodreads.com/author/show/6366093.Guy_Caro,Guy Caro,4.01,,https://www.goodreads.com/book/show/840394.De_l_alcoolisme_au_savoir_boire,"298 pages, Paperback","9,025",349,De l'alcoolisme au savoir-boire:
https://www.goodreads.com/author/show/1439.Malcolm_Gladwell,Malcolm Gladwell,3.96,Kindle $11.99,https://www.goodreads.com/book/show/40102.Blink,"296 pages, Paperback","572,296","17,861",Blink: The Power of Thinking Without Thinking
https://www.goodreads.com/author/show/162578.Bren_Brown,Brené Brown,4.14,Kindle $7.99,https://www.goodreads.com/book/show/34565022-braving-the-wilderness,"197 pages, Hardcover","100,313","7,971",Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone
https://www.goodreads.com/author/show/21246.Gretchen_Rubin,Gretchen Rubin,3.83,,https://www.goodreads.com/book/show/33566873-the-four-tendencies,"7 pages, Audio CD","20,244","2,458",The Four Tendencies: The Indispensable Personality Profiles That Reveal How to Make Your Life Better
https://www.goodreads.com/author/show/62707.Shunryu_Suzuki,Shunryu Suzuki,4.21,Kindle $13.99,https://www.goodreads.com/book/show/402843.Zen_Mind_Beginner_s_Mind,"138 pages, Paperback","43,782","1,788","Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice"
https://www.goodreads.com/author/show/55727.Jonathan_Haidt,Jonathan Haidt,4.10,Kindle $12.99,https://www.goodreads.com/book/show/96884.The_Happiness_Hypothesis,"297 pages, Paperback","36,953","2,328",The Happiness Hypothesis: Finding Modern Truth in Ancient Wisdom
https://www.goodreads.com/author/show/11503.Patrick_Lencioni,Patrick Lencioni,4.10,Kindle $16.00,https://www.goodreads.com/book/show/21343.The_Five_Dysfunctions_of_a_Team,"228 pages, Hardcover","108,057","4,753",The Five Dysfunctions of a Team: A Leadership Fable
https://www.goodreads.com/author/show/29839231.Lindsay_C_Gibson_PsyD,Lindsay C. Gibson PsyD,4.41,Kindle $9.99,https://www.goodreads.com/book/show/23129659-adult-children-of-emotionally-immature-parents,"203 pages, Paperback","33,867","3,529","Adult Children of Emotionally Immature Parents: How to Heal from Distant, Rejecting, or Self-Involved Parents"
https://www.goodreads.com/author/show/622.Gary_Chapman,Gary Chapman,4.17,Kindle $7.30,https://www.goodreads.com/book/show/952.The_Five_Love_Languages_of_Children,"224 pages, Paperback","24,489","2,244",The Five Love Languages of Children
https://www.goodreads.com/author/show/16904.Richard_Bach,Richard Bach,3.85,Kindle $10.99,https://www.goodreads.com/book/show/71728.Jonathan_Livingston_Seagull,"112 pages, Paperback","240,941","10,209",Jonathan Livingston Seagull
https://www.goodreads.com/author/show/740.James_Altucher,James Altucher,3.82,Kindle Unlimited $0.00,https://www.goodreads.com/book/show/17977529-choose-yourself,"276 pages, Paperback","13,046",842,"Choose Yourself: Be Happy, Make Millions, Live the Dream"
https://www.goodreads.com/author/show/755.Benjamin_Graham,Benjamin Graham,4.25,Kindle Unlimited $0.00,https://www.goodreads.com/book/show/106835.The_Intelligent_Investor,"623 pages, Paperback","120,184","3,184",The Intelligent Investor
https://www.goodreads.com/author/show/41093.Shakti_Gawain,Shakti Gawain,4.11,,https://www.goodreads.com/book/show/582533.Creative_Visualization,"175 pages, Paperback","25,193",562,Creative Visualization: Use the Power of Your Imagination to Create What You Want in Your Life
https://www.goodreads.com/author/show/21280926.Bessel_van_der_Kolk,Bessel van der Kolk,4.44,,https://www.goodreads.com/book/show/18693771-the-body-keeps-the-score,"464 pages, Hardcover","135,121","11,467","The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma"
https://www.goodreads.com/author/show/66409.Paul_Arden,Paul Arden,3.65,,https://www.goodreads.com/book/show/114737.It_s_Not_How_Good_You_Are_It_s_How_Good_You_Want_To_Be,"128 pages, Paperback","16,650","1,347","It's Not How Good You Are, It's How Good You Want To Be"
https://www.goodreads.com/author/show/109523.Paul_T_Mason,Paul T. Mason,4.00,,https://www.goodreads.com/book/show/188013.Stop_Walking_on_Eggshells,"258 pages, Hardcover","10,058",742,Stop Walking on Eggshells: Taking Your Life Back When Someone You Care about Has Borderline Personality Disorder
https://www.goodreads.com/author/show/21246.Gretchen_Rubin,Gretchen Rubin,3.82,Kindle $13.99,https://www.goodreads.com/book/show/22889767-better-than-before,"298 pages, Hardcover","39,804","3,950",Better Than Before: Mastering the Habits of Our Everyday Lives
https://www.goodreads.com/author/show/4024160.Shawn_Achor,Shawn Achor,4.14,,https://www.goodreads.com/book/show/9484114-the-happiness-advantage,"272 pages, ebook","36,045","2,729",The Happiness Advantage: The Seven Principles of Positive Psychology That Fuel Success and Performance at Work
